Text,Support
RT @Doodisgirl: There are only 2 genders. Climate change is a hoax. Socialism has always failed. America is exceptional. God is good. Child,1
Red States vested in @GOP,1
@simply_uneque smh weather is ridiculous now. its def the climate change situation,1
RT @SereFortunaFAO: We have 12 years to limit climate change catastrophe warns UN https://t.co/vlt3u0I1tY,1
Scientists warn that the earth could diminish by 2030 due to rising climate change #CelebrityGists https://t.co/pRu6aBLMNz,1
Climate Change much? Hello??!!!,1
RT @em_macintosh: My latest article on the worrying threat to marine biodiversity on west coast of #Scotland. Kelp are crucial in the fight,1
@RepRichmond please speak out against this administration s attempts to prop up the coal industry--the move to replace the #CPP and rumored proposal to bail out coal plants. They jeopardize the health and safety of our communities. #Standupforscience #Act,1
@AntonioParis @Lars9596 And I will never understand why Grandpa Trump still denies #GlobalWarming,1
#Teaching the most important #blackhistory book on #environment the 1927 #flood #published this century discussing this week & this semester with climate change happening! My #Students were blown. Thank you #RichardMizelle!! #BackWaterBlues https://t.co/y2vlBNXOMc,1
@EvanCull @BernieSanders I never said we should give up on it I said that it isn t going to be done in time to stop climate change and if we were going to divert the entire military budget it would be better spent working on conventional renewables batter,1
Catastrophic #ClimateChange by 2030 https://t.co/4yvpjuNG6y #GlobalWarming @NASA,1
RT @vegtatum: Going vegan is the least we can do https://t.co/E8R4XN6RGe,1
The meltdown of the leftist thugs. Show me one conservative that had this kind of meltdown when Obama appointed Kagen and Ginsburg to the Supreme Court? There is none.,1
RT @justturnright: ANOTHER 12 years? He's like the Groundhog Day of #ClimateChange....... https://t.co/Xvd8uCVkdX,1
Hey people at tRump rally: Your summer clothes should have been put up 6 weeks ago. Or is it still warm there due to climate change?,1
GOP position on climate change should be defending importance of economic growth and advocating market-based solutions rather than Dems state-centric ideas while recognizing climate-related political disruptions as a serious national security threat. Instead it s this inanity:,1
@MonteMcNaughton And the UN report - you know that pesky one - that states that we have only 20 years to address climate change before it is too late? And the Nobel prize winner stating carbon penalties are our only hope? You #Cons are going to destroy us,1
RT @MorganStanley: Investing in real assets? Here s how to manage for #climatechange across the lifecycle of your investment. #MSIdeas #cli,1
RT @ricklevy67: #ClimateChange Has Made #HurricanMichael The Worst Storm System In Recorded History https://t.co/rr2hlvVcIe @randlight @R,1
@JustHave2MakeIt Lolll deadass! Google or search climate change on here coming sooner than you think man smh,1
RT @kinsellawarren: 25 degrees in TO in mid-October. Yeah climate change is a myth. Got it.,1
RT @DaveMosher: The poor will bear the brunt of #HurricaneMichael's wrath. Our #ClimateChange refugee crisis is here. Started years ago. We,1
RT @_omlar: climate change is real pls don t be ignorant to it. love you all,1
RT @snchzeg: So reports show that the end of the world will occur in about 10-20 yrs due to severe climate change. Yeah I m not having kid,1
@nbeaudrot @sethdmichaels Insurance companies aren t doing nearly enough. Just look up Kai Ryssdal s interview with AllState s CEO. He brings up their membership in US Chamber etc and basically takes the position that the tax cut > climate change.,1
RT @NewsHour: World needs to make near-revolutionary change to avoid imminent climate disaster. Is there hope? https://t.co/z1FSi7Gkbt,1
Moody said he couldn t remember saying he would repeal Medicaid expansion. Now he says he doesnt deny climate change. Let s remind him. Facts below,1
RT @ForOurFutureWI: We can no longer sit back and do nothing. If climate change continues on the same path it is on generations already li,1
RT @JaneGummyof3: To @realDonaldTrump Are you watching this storm?!? This is climate change in action! It is fucking real!!!!!,1
RT @samregester: 47 of the world's poorest countries are literally pleading with us to act on climate change. Globally this makes us assho,1
THWRES STILL TIME TONSAVE THE PLANET!,1
Plant-based diets needed to limit climate change | News | DW https://t.co/tRl7aDVAed,1
@RobertKazinsky @Okeating Fox will deny climate change until his glacier mint melts.,1
RT @KM_verdevox: Fundamental work in @nature to quantify how food production and consumption impacts the planet and the synergistic measure,1
RT @skepticscience: If we keep burning coal and petroleum to power our society we re cooked and a lot faster than we thought. The United,1
Catastrophic #ClimateChange by 2030 https://t.co/UxSj1nrZcV #GlobalWarming @ClimateProgress,1
All eyes on #HurricaneMichael: NASA Global Climate Change https://t.co/7ABRAQKL3D #environment | More w/ Eco-Search: https://t.co/8eBweZhmUG,1
RT @DerekCressman: As if the severe effects of hotter wildfires hotter summers and more intense hurricanes weren t enough.... it s going,1
RT @foodandwater: Plastics are produced from oil and gas & increasingly from fracking. In order to take action on climate change we must,1
@courtneyepierce @SenSanders The only one I pay attention to the only one concerned. Addressing climate change and protecting the environment is in the Democratic Party platform. https://t.co/trzecEh63s,1
This is HUGE (if true). A total game changer in our current civilization. Please take a look: #energy #climatechange #fuel https://t.co/2VqKkdaMXP,1
@dvorakoelling The white walkers are like climate change. They are both an existential danger to our survival but humans are not coming together to fight it.,1
Sure glad Trump withdrew from Paris Climate Change Agreement so we can't even talk about why Hurricane Michael went from a thunder storm off Yucatan to a Cat 4 hurricane battering Florida in only a few hours and why we keep getting 100-year hurricanes every month or so.,1
Nobel Prize winner in Economics Paul Romer has a message for people who deny climate change: You re entitled to your own opinion but you re not entitled to your own facts #tictocnews https://t.co/Wtq1m7bOY7,1
Climate change isn t about saving the planet it s about saving humans from the planet before it murders us all. - how we need people to talk about climate change,1
Climate Change a reality that someones refused to see,1
RT @KameronHurley: No. Vote in a government that will regulate the 100 companies fueling climate change. Stop putting this on recycle your,1
I'm bleeding followers with this argument but the survey suggests to me ~60% of Ontarians don't care enough about EITHER a) climate change; b) LGBTQ/consent; c) democratic self-determination (e.g. of Toronto); or d) min. wage hikes/better labour laws to prefer Wynne to Ford.,1
@CNN 1- I'm already an almost vegetarian 2- There is no public transport infrastructure where I live 3- Yup did dun that and more There that's me done! (kidding) #RenewableEnergy #climatechange #Armageddon,1
RT @JustEric: Fun fact: Despite having exited the Paris Agreement the US is still the only country not only meeting the requirements but,1
RT @davepell: If you love Tahoe and believe in climate change then you need to join me in supporting the effort to win back the Sierras.,1
Climate scientists now agree that if greenhouse gas emissions continue at the current rate we will experience catastrophic effects from climate change in as little as 12 years. #climatechange https://t.co/tCpZaEfjmW,1
RT @DonteStallworth: Senator James Inhofe said of the UN climate panel report s authors: They come from that prejudiced perspective. He',1
Catastrophic #ClimateChange by 2030 https://t.co/fYMM0H4oJn #GlobalWarming is real and we have to respond now @EnvDefenseFund,1
Wait but @AndrewScheer says that pricing carbon doesn t ever work and claims there is lots of research that backs him up. More plan less rhetoric Mr. Scheer.,1
@ElectrekCo @FredericLambert Not shocking since climate change is viewed as made up by the current administration. This is a middle finger to progress.,1
RT @fern_lover: @ all the old people in my life who I ve been warning them about climate change over the years: WHAT DID I TELL YOU. WHAT D,1
Catastrophic #ClimateChange by 2030 https://t.co/UxSj1nrZcV #GlobalWarming @ClimateReality,1
RT @shaenongarrity: @pixelatedboat Remember 20 years ago when Al Gore said climate change is scary but if we act now we can halt it with a,1
@EdKrassen Haha. No they dont believe in education or climate change or government regulations or social security or healthcare or public schools or medicare or caid or diplomats or environmental protections from poisons feeding kids or caring for elderly,1
RT @chaneltights: the earth has 12!!!! TWELVE !!! years left before a global catastrophe takes place but nothing is being done. Climate cha,1
One in a hundred years storms now almost every year. First the insurance companies will quit insuring properties along coasts Then the banks will quit giving mortgages.,1
RT @UNDPClimate: The island of #Aruba plans to cut 100% off fossil fuels by 2020. Bold #ClimateAction like this was shared at the #NDCDialo,1
RT @JoyceWhiteVance: Trump apparently rejects the conclusion of the recent UN report about the highly detrimental impact climate change wil,1
RT @sapinker: A plan to fight climate change that goes beyond Wouldn't it be nice.... https://t.co/Rn9R8oP3lb via @HuffPost,1
RT @Realityshaken: Gee ya think #ClimateChange could be real?! https://t.co/3RriivwcoV,1
Watch the US stall on climate change for 12 years https://t.co/NxG6emDKyR @voxdotcom This video is infuriating. Having seen the rising sea levels with my own eyes (in southern Bangladesh) and the climate refugees it has created I am disgusted with the lack of action.,1
